order_id,payment_installments,payment_sequential,payment_value,payment_type
c3fa73017c4a172907d79669eda248d0,6,1,139,#credit_card
45da19cff07c4148ba32b1a6bb8d87c1,1,1,127,#boleto
af045d3e5d7082db57d5b5dde3c0c97b,1,1,41,#credit_card
ede510a059fd07ccec20bff19a227fa3,1,1,203,#boleto
b4d7995506859f96187970c8275ee66c,8,1,540,#credit_card
b9a8d194c52bcb022997d990bd402f7e,1,1,369,#boleto
fa9ef315051f18a68686aca274ae8f2a,4,1,108,#credit_card
94d2de9ad08d15bd3e714a984bd09bcb,10,1,387,#credit_card
7711d25c50cf5322589706aaf0458117,10,1,107,#credit_card
cf9d814ad8673ebdaec52528c1f7a7ca,2,1,101,#credit_card
0930df388b21f34fc3f0e3baa9a73016,1,1,26,#credit_card
cbb39c59f8084f27c248bd5c3a1cde7b,1,1,244,#boleto
0705d1148d3c3d342f1a8c8ad33e5d3f,10,1,118,#credit_card
415c8cb8b60f8371900c2abb3ce6a0c3,3,1,171,#credit_card
35d75af8e37e575e033ae1a48c1236ed,10,1,202,#credit_card
81c2a9cc7a5d970fa1cb04443002088b,1,1,73,#boleto
cb666a5ed3eec739fae136c3da8552c7,4,1,265,#credit_card
7a415e8280c3ae4d608481124c4f5d62,1,1,69,#credit_card
bdd49e833a618b2e10096e4bd5725977,1,1,55,#boleto
8543d2d86c69647af5e2d957c3d21b85,2,1,93,#credit_card
e8f9288c671277ab525571871aef27cd,3,1,36,#credit_card
38006c12e16c03c74e2eb3113e238e5f,1,1,18,#credit_card
725bd1c01a213e4ac7999d74cc9da874,1,1,58,#credit_card
20aa4f85b1ed8d98e5c742c1a003db9c,1,2,50,#voucher
e11fec6c25945565c1ef4f14fc3c03b7,10,1,1996,#credit_card
30f54cfb85a2cf596ee5b7a589d3ffa0,3,1,130,#credit_card
604b550c04e61700ab7bcb2ac5b5ca53,1,1,710,#boleto
8a0ecc540156c0f21f25d7bfd4e95dbe,1,1,68,#credit_card
cc80504e2db2b7b744e2bfe2450c95d3,5,1,60,#credit_card
91f377dafe157043ee827b080a27e3f5,5,1,372,#credit_card
c75886866a89a0c9a04fbcd4699f3772,10,1,668,#credit_card
fa625c35a56d989b379939bae9bc9b2a,1,1,64,#credit_card
61792c6272346d7f4b7c5b1747df7b1a,4,1,49,#credit_card
0913c46b1cafecb52e5a9a55b6c0e0fc,1,1,147,#boleto
65bbd0719855fe808bb19f62dfa9f42c,1,1,355,#credit_card
46c7c115d719ca780eebedf719fbd4e1,4,1,60,#credit_card
83c55d64c56ad16ba3c0f7858cd709d0,8,1,409,#credit_card
e899327a5964f4d29698667a231e6b9d,5,1,52,#credit_card
5ff78652a040431e007c9349249d3503,2,1,386,#credit_card
9bfe486cba6ba9af52af7bfe86ff9859,2,1,70,#credit_card
8be031b84394ed99ee85be1985019058,1,1,22,#credit_card
ac0da888b1077d0f40b33eea6de6297e,1,1,52,#credit_card
ebee038c5993647eb1defc78207cd187,1,1,114,#credit_card
c596d8640962b115481b374c7b881f6a,2,1,163,#credit_card
394eefeb1d359eb230a22ba3bd68f072,1,1,173,#credit_card
cccb62677b6ed93ec68f4428a0ad81ee,7,1,82,#credit_card
b249bb5bc00cfbe2ce917a5a07c72b46,2,1,152,#credit_card
c5bb91ea2129a21a4f424d356a4d28fa,4,1,244,#credit_card
fd26702a3f7ee5d86580de591ff53e3f,1,1,56,#boleto
22420f3718ef75dcddb4f03201096895,4,1,45,#credit_card
019bdbaef5b5121c9b1811976aa510a5,1,1,109,#boleto
e3c6bf3aad3a42c48ae9619ac88d0b3d,4,1,65,#credit_card
aa4f33b236ebf41f573308022ef7496b,8,1,194,#credit_card
ff5b7f440481674b38554434638beebf,1,1,111,#boleto
968ce3e13bbc09dc91d26a2f0208d99d,5,1,201,#credit_card
31026c762ccd760199ad552ea17e0269,1,1,42,#credit_card
d74283a9b897322afe09916280aca43f,1,1,54,#credit_card
c453fb0ec44f618a32abcad5c873d06f,3,1,78,#credit_card
189ede25eb8522abcbd3592d08811f85,1,1,280,#boleto
17b18aa0bfdcebddefdf2d7da5718181,5,1,101,#credit_card
828c3114b783f896fba059433600c471,1,1,78,#credit_card
fcf62e3aab276898567e4ab7e973417f,4,1,60,#credit_card
a6afa7362f8ec053b0b61cdc8f1c8b25,1,1,48,#boleto
940d83f3286808e4f8b1a7ac975b2aa9,1,1,76,#boleto
238bcd7a2027e5f32fd185c264d73786,2,1,85,#credit_card
3d7fb1dd6ff6f0eedb9976eda81e4a95,1,2,20,#voucher
0f090dd2d83a9d755108584313c8208d,4,1,48,#credit_card
60bcba6747ee878b9007f61275f4cd1f,1,1,265,#debit_card
0ec392fc56b5d2e7e4279c19c51b6460,5,1,128,#credit_card
96068d351a84dcea0b929884876e4fae,2,1,129,#credit_card
c2f065051bb7c9e7f88ebc998f332968,3,1,37,#credit_card
8cc7ecd8057b154fb9227536dba2ce24,5,1,150,#credit_card
1fce50c1831b6809773e5020edc716e2,2,1,36,#credit_card
3fbb598da3d544e640039c789df239b7,4,1,198,#credit_card
f8aa20752115b536eacee3d561989f35,5,1,112,#credit_card
5accb23a030458bbfb5eb669903f05b7,1,1,35,#credit_card
689e8820798347950a2649f71c734bd0,6,1,190,#credit_card
503ede67b27bbb1c7dca67c00af403a5,2,1,229,#credit_card
87276b621cf05e7f2afee8be6c9721b6,8,1,314,#credit_card
34dedd5cb5e0f12df565171392540a8f,1,1,22,#credit_card
bea175d990526fa16d7d6d5ea071d065,8,1,257,#credit_card
89ce68f38090867719b22774f8bf5861,6,1,163,#credit_card
276971787e4550d908a7306c2fe79da3,1,1,51,#boleto
0b3d8a1bbaa4e340e25adfd640f70308,12,1,190,#credit_card
fb4c1eeef06c08acb4e63c9091ab5c6b,7,1,374,#credit_card
9378b5fa3133e86bb44a365e66c24b03,5,1,53,#credit_card
952241c48f34d58c23ca57964d413834,2,1,88,#credit_card
93de8241002c099c87029b0362e5c0c9,1,2,26,#voucher
0a629239073738043764cd721c8ab2da,1,1,47,#credit_card
332e264249f30a888b81bffd7a84e03c,1,1,131,#boleto
5b2e70f861de8953b06ea667adc2eb4e,3,1,259,#credit_card
4f037f852cf9b1a96760775d55221c33,1,1,84,#credit_card
1314353395f7148ba64400eab34bb50c,10,1,157,#credit_card
1d5912d4e665fb2a085a50fc13007c02,1,1,70,#boleto
ae544ab4fdaa9ad26ce17423e88b8702,1,1,48,#boleto
6e8e751584b3e3141e3e3c39f71408c2,6,1,187,#credit_card
290069e93a387bceb35f0106717ab803,3,1,70,#credit_card
88a82da4cb2eb4723c9965285fe826c9,1,2,25,#voucher
33c011fdacf02b14181fcd81f4b5ece0,2,1,162,#credit_card
0cc14454cb400b7b154e0a45ffd5c2f9,1,1,57,#credit_card
14d113827939e9deace0b2afb528f1bb,1,1,155,#credit_card
8d6ed3e982e12a1684b31540309e044b,4,1,237,#credit_card
474c0bedc28c30c7568c589c047b75bb,1,1,103,#credit_card
d73f657ce49ec301ac81116e74bd0571,3,1,65,#credit_card
f0ea851516ffb7fbea588f7d200e3d43,1,1,94,#boleto
01e6f40a293da5a9dc11e49695c7541d,1,1,64,#boleto
6eab6f37ff2d390d23be84642739b500,5,1,279,#credit_card
3d40c6056f68e49782a7c576c8b57e3d,5,1,205,#credit_card
d82255dd8d216b8577f8f2527ce817a1,4,1,90,#credit_card
d2cb7c100806e87a227d413e9157cb76,1,1,75,#boleto
7b88910a9e8c55290806a85af1b796a6,4,1,63,#credit_card
c1219b88f5d48e3d0dd3229cbd88a722,1,1,1,#credit_card
9c5bfba7de6a4abbb6ba0baab78d1622,10,1,231,#credit_card
d4a27413b758ce1cea90d005252591f9,1,1,42,#boleto
e43a8e7bb3db31ab15c10dfc9ef4e419,4,1,69,#credit_card
85be7c94bcd3f908fc877157ee21f755,1,1,73,#credit_card
d9b53f70b57a028c32d88455dda31547,2,1,24,#credit_card
933cae52f81a96867c679e5251c0a7c5,5,1,88,#credit_card
b308154c76f89d8c52b41f7c8480d107,7,1,72,#credit_card
6519cf54b544974af32f148f9087f86c,2,1,81,#credit_card
21b966a378471db65c18fa4ca20d6800,2,1,133,#credit_card
caa275ffe24eb1662c6e22a43e200622,7,1,394,#credit_card
08bc5baa3da6ce0746413cd9cf227e9e,2,1,166,#credit_card
1d6efdc47fc22d96340ff4b18566ef54,2,1,98,#credit_card
ac14a1a3d8c2b071a150eb2990b5ecd8,2,1,50,#credit_card
f6879e8e12a44ceb4c422c23489a029d,8,1,181,#credit_card
c39da54f19d2aa7b89667e4817f05629,4,1,41,#credit_card
28156e3f154f44bf5cb8c3ee9978d332,1,1,72,#debit_card
dd3d73f70b77e2a07f64360620621ca4,5,1,263,#credit_card
a03080d29751000dd3e2eab48835af82,3,1,62,#credit_card
09c681e9069e20d7f2ecd587151f1b88,5,1,312,#credit_card
69796e4e03edbf9c0f49c76d4ebadb77,1,1,93,#debit_card
b62880756e815882264069601458b5b1,1,1,100,#boleto
9389b64e7d922e3b0c30f8026e418e64,4,1,125,#credit_card
5d5b8c94e2bc6b963da5af8a4b02bf08,1,1,81,#boleto
e6e5431f5c825cde6802af0f30bd8eaf,2,1,373,#credit_card
92f4f749aa508d58dee50d9ccdb6c9dd,3,1,62,#credit_card
4f22cd3d78d124f7ac060a3171493ef4,1,1,36,#debit_card
5fcbedfee2eec6f8ecdcac610148b4c3,2,1,29,#credit_card
6c949e670b5d33dc8fb8ad25b6da4860,10,1,102,#credit_card
175ba47aad2d017d2495c66b763a7df6,3,1,130,#credit_card
28ff0422d12a02fb62ae4c9f9e9317f3,5,1,69,#credit_card
f0ffbaf1fe35a4a0565b047824341bc3,1,1,86,#credit_card
1662797f04736ea5acb5de67d5672fcc,1,1,74,#credit_card
aa7565b87e9b5f1ecf8b8ea7f745899c,7,1,71,#credit_card
ad2b9f8531232554f31be87d5ea9da10,3,1,199,#credit_card
9b871ac52352fe5c58010cad01550b6c,3,1,340,#credit_card
20c75d31d2151bf4e0b8b398e64fb163,4,1,49,#credit_card
2f54d4ac9b0df5774cfa7c1250c4750a,2,1,28,#credit_card
efc0a4486f951c342875c6ffdeca315a,1,1,60,#voucher
2b3ec451746cbc17ebae5c0b8fc74406,1,1,166,#credit_card
4862027da7986ac571a0bd91458ec358,1,1,51,#boleto
774b04fe6502917d1952476fd1f3dd60,1,1,68,#credit_card
93b63d0bd99c903fae0f7a00b72b507c,3,1,164,#credit_card
d2b0a763647d885d0d3db2ee534ec02a,1,1,79,#boleto
470e4a0aae7ae6c3bb0aa161b7abf205,1,1,94,#boleto
41c7307fb0238baabade48573331cb55,2,1,60,#credit_card
141d3bf5aa7128f40bf2a60cef620b93,3,1,159,#credit_card
4b918a356d581c76170acb5f5644e79f,9,1,93,#credit_card
9da388551ea23281b9bb4cbf12376992,4,1,43,#credit_card
92295e7114a22f7180b04673e44cda17,8,1,454,#credit_card
ca376f8f4042e61688af8cfd32d4e80e,3,1,234,#credit_card
d1c60fd7acd42b1d2e2aecfeff348b23,2,1,68,#credit_card
aa04ee4542e835a3e6f4da876dc654c6,1,1,19,#credit_card
66866953330f81976a2adcd51f603560,3,1,143,#credit_card
de24995591633aa90ba93afa013ece1e,4,1,113,#credit_card
73eedc4ca4a789813a63fe30856c805f,1,1,86,#boleto
984cefe3260707e1f6fc38b18b2b276c,4,1,102,#credit_card
44f9bb85e9dfb3f106dd017fbd8b8006,3,1,134,#credit_card
63003bf6e2058e236f3f9ebb2872b234,1,1,112,#credit_card
4277cdb7e2125bf7bebcd908168f90cb,1,1,71,#credit_card
a1092ad981e90f68879726e1c2c0fd63,7,1,78,#credit_card
8f9b2d4a6cd80dc716a380365561a133,1,1,197,#credit_card
abb045c9c602e1ea87376929b298b52e,1,1,93,#credit_card
e4e0b1913652739070617b6a336a6ca5,1,1,45,#boleto
71749baed4a3e47f47aecfced7c70ec2,1,1,26,#credit_card
d3454c86a9d5b5a519364756eea7e275,1,1,149,#debit_card
dc70f94b8e8d37fbd4fbc0e31a008175,4,1,106,#credit_card
de1f470a407aead094cd885293ea9ba1,8,1,247,#credit_card
64e64a4dd77d71d6bc307f24af1e55ac,1,1,22,#credit_card
ccb78ed7a1acba9d251c8626f13097f5,3,1,57,#credit_card
54b73f808b0ff25da4276773c30ac269,4,1,105,#credit_card
6ad99bac95eceb8ee72b78585c5baf88,8,1,204,#credit_card
3e47a8cc66024053901d7313a7d2a0b7,2,1,330,#credit_card
a9096f7f0b61e8a65ae29ece51a43d03,1,1,109,#boleto
16e62e9da7d33d61b6f26ccf68bc962c,1,1,416,#boleto
73716792079a3819a7022fdf6500f9fb,10,1,314,#credit_card
e6dfc4ce09d6557361948d3648ccb670,1,1,206,#credit_card
8065c72fce26b871dcba7ef49bebfa48,1,1,28,#credit_card
6d0da5add693d625079fa8fdf40967d6,1,1,19,#boleto
0dd13170e2f12871b1e007e5fcf6e944,2,1,121,#credit_card
c283d7942d2bbca2c27a9c15ee2a390e,1,1,207,#credit_card
9e685885967d3152a558f94a355e3b6f,1,1,142,#credit_card
a1f7a3803f5afa1b25182cbc0b2c38be,1,1,73,#boleto
069872f35a2ed2d455f9b64e914dd4bd,1,1,73,#credit_card
d6dae36830ffe3962efff0e91cc64127,1,1,86,#credit_card
0fe66ba925b98652d484ad6af89402e7,1,1,230,#boleto
83f897bfa5b1f95356e8c9a33679cb49,1,1,206,#boleto
92e3a3bff7261e031fc2901b229ce73a,1,1,213,#boleto
9b6a1b8bf017b64d6ff4d7fe7cd88f1f,1,1,95,#credit_card
816b15129b14c066ff4f5755938aefb0,1,1,126,#boleto
fbbc0a864330509c41ca4b4f0ff9b780,1,2,140,#voucher
209addb62d4e3c8c3e8b364d841b4d58,1,1,69,#credit_card
35d71bd32993bd9959f7eefe1a5a0f4a,2,1,88,#credit_card
b790fce1eff8be3c9ff35c97cde2afaa,10,1,305,#credit_card
05c5f6468206cec16a8c99f231bbbe86,5,1,162,#credit_card
2e69eb402e990dd7df2f12806dc38a4a,1,1,88,#debit_card
f8b1f5bc1c01359c4cc4e611c257ff2b,3,1,93,#credit_card
18feb354fd368bc9d6cd27c5359e2243,1,1,43,#credit_card
f5b3d7bf340b33e9fac5e7f314525614,2,1,116,#credit_card
4fbf4b4d08900c34f81e01ace9d3f294,1,1,64,#boleto
d75cb3755738c4ae466303358f97bc55,1,1,38,#boleto
ee482a8248d67e42aa1105d14a941a47,2,1,151,#credit_card
347610961383f5990e1d0ce3fd0afa5a,6,1,314,#credit_card
7f058780efeab68414ecad1c0c43d0c0,8,1,396,#credit_card
900fac51d850dfc38fceb9c413441c67,1,2,98,#debit_card
a83755325957c8eed972dc614210922e,1,1,121,#credit_card
407408433ee2a9ed77984aa5a06e2b2e,1,1,76,#credit_card
f41fbf3e30f0f79822348910ca2009f2,1,1,104,#credit_card
874a7690bc049bd4ce210d195bdfff7b,1,1,106,#credit_card
c3efd4a2e8fb35fdc26a1312de8e2ca2,3,1,110,#credit_card
a65211639143a90d6cb4116d808b1823,1,1,731,#boleto
291036f4304c5fb0dc3965044f4a4605,4,1,129,#credit_card
84e18f4b5b541150af97e94f3cc0b2a7,8,1,82,#credit_card
7c95572fd6e7e0ab8b88b00fd8c70716,1,1,53,#boleto
d85a98bb9881eb52e0efa5e9ddece3eb,3,1,62,#credit_card
48ab980d180764382cfa411d2fb63dc0,1,1,87,#boleto
2760fc9dd1ab8d8e9269d4d9f7ee48f6,1,1,45,#credit_card
2299befc86b7b31fc23dcba911582355,1,1,26,#credit_card
0fa927b252421189a0e0d5725fb3832d,1,2,104,#voucher
197be0df90e5b459a14669e32c8ce1ff,6,1,114,#credit_card
531752ff49fa411d865ecde8cce5c7ee,2,1,58,#credit_card
c137d955d66546c460453c13ce560ad4,1,1,124,#credit_card
0d4bf86877b0763d194d50ca6a136bf9,3,1,64,#credit_card
906f47e5cb0a80530bf2e789e6e6a0cd,10,1,180,#credit_card
219fda9e83f9a3ac8e1baa10d6cc6366,1,1,40,#boleto
065fb1ee0ec59ea0a68b3105a59a69ce,5,1,104,#credit_card
d253842de8c5d6f95feebe80f6f6995e,8,1,308,#credit_card
5a409b9e0ab85bdafd5a5b75f4571b7a,2,1,31,#credit_card
7056ed3b6f11b379db7915d1f6a69ad9,1,1,38,#credit_card
e3c4a1f61400e7db82ae759cacedc9a3,1,1,52,#voucher
067a8c6d7efd34e3595ef4bf1500c766,1,1,35,#credit_card
49549ed2d115e970bfb52d517fe0e91f,8,1,186,#credit_card
dfa57a47eb4b524966a891189c893d04,4,1,100,#credit_card
5fd03333c4c020a7eff08e6ef26ef8cf,4,1,216,#credit_card
c627fe35fce1a754bc5b812d0b8ff379,3,1,206,#credit_card
ba7243ecb3b63c80579ba1d4c34e277c,1,1,55,#boleto
c943bc78c323d9a46208210c587c2ce4,1,1,21,#credit_card
6d60fdb8565707824a98431255d3183a,1,1,26,#credit_card
73ffc7dbf151bdb28ff40c4206968803,1,1,128,#credit_card
3f4870bf4008a2351a4855a865c454c7,10,1,223,#credit_card
90932f88aac7cb89b8de1b8635b6d393,2,1,56,#credit_card
1857ec1a182661136fe7584592437d51,1,1,567,#boleto
52fe09ed9b59f3ee4be7b74b990d13bd,2,1,39,#credit_card
12ab522eccaca7c7be0e20ef475ea423,6,1,149,#credit_card
a10e6749400b3ea4a674cec3fd3a9605,4,1,64,#credit_card
3ef8344e342218131639ab03da0189cc,3,1,151,#credit_card
174fb39de9de15c80ea4076ba0cb6c83,1,1,94,#boleto
c8584f2a0bdbf0ac38e859a8f7744039,2,1,71,#credit_card
539a1383b0bd9b963044945e607f1aca,3,1,188,#credit_card
9b790ca446b8e28ce5e4382959f6b7df,2,1,257,#credit_card
82ee69216f11b23e2d21d2796e079366,4,1,693,#credit_card
bd0f032970584aa4a5b78947cb63e455,8,1,181,#credit_card
81bee7ecbeae8e9b41bef6d41b146b12,1,1,202,#boleto
a45007bebe435ae6fb3637ede777476e,3,1,164,#credit_card
5256aac1d939c4bbc931cc7c1c78a419,10,1,137,#credit_card
9c54a1816e487456bb7eb5082b9823ff,1,1,2,#credit_card
048cc31326007f07b576b46beddecc12,1,1,273,#boleto
6ad6a8701a498c74450b0876eda2ecb9,4,1,87,#credit_card
68986e4324f6a21481df4e6e89abcf01,1,5,17,#voucher
774189d7c5cbddd496b190c3c0f9de56,4,1,234,#credit_card
4c217e3cc24f803307dea7d619377def,1,1,86,#boleto
36963a629da6c57d926df8f37a9e63a9,1,1,33,#boleto
37193e64eb9a46b7f3197762f242b20a,1,1,11,#credit_card
ecdaf77dd1a8f3bbb92d88b14869b2f9,4,1,84,#credit_card
4c17c523dc7daa9cfdfb327f119179a4,1,1,43,#boleto
4197f94f8bddd171804b1360fa78d368,1,1,48,#credit_card
15d2ed1b88ca436faafb7d7236dea795,1,1,76,#boleto
a8ff452116db2ff4a2963f490afe5471,1,1,104,#boleto
4495f1b55b727a6ca639505afc688e17,1,1,70,#credit_card
2f9892eb8df4a437d90cc5b1486f3b02,3,1,121,#credit_card
f6cc5ac0be9196f2fb3db04bace5cd8b,7,1,239,#credit_card
e1edd95bfd88243a6d6b774d8aefe535,4,1,182,#credit_card
a1431d521cd6c63636bd85cdad970498,2,1,135,#credit_card
972c2e78e9af23a750a48184aadfca4d,3,1,51,#credit_card
360787554f41824600bdcba9687cd4f0,3,1,1783,#credit_card
b0cc2434ee3727e682222a0f745a5948,3,1,145,#credit_card
f75517cfb973c21eab8559a870263794,10,1,231,#credit_card
d022bdad33a575ca5edb8c4d51e44310,1,1,70,#boleto
d1ea13fc1406243e6f6134582bf1bbc5,10,1,1433,#credit_card
43b2b04bc7aba79e72acb260d116466b,1,1,45,#voucher
3bfd863aeb764ee13e7a3909ca8be2a5,1,2,50,#voucher
4f54cd2c8e8986790a962e3657390e1d,1,1,64,#credit_card
c51937c0ea3f397cbf08be8fbdce3730,6,1,148,#credit_card
9bb824ec73ee38dbbc585f3bba4b34ac,1,1,172,#credit_card
b8188e1985fbf9e2b94e3a0b64d58074,3,1,86,#credit_card
3f72f100dae2b5099ad6e5a486e95ec0,1,1,23,#debit_card
5600c1fabd9c27cf4dc4a3aaf57a8e29,2,1,58,#credit_card
b9a089706e16d5490f7a2feb363e32e9,1,1,149,#boleto
5979684d63c8a62e550943dacdd1231c,1,1,45,#credit_card
8d0b3f3857cad208492c3819a7a00d19,2,1,153,#credit_card
869e47849cdcd2a24f33ab52accd0e89,8,1,83,#credit_card
6902f0d9d7309f56f50b8713c3b6a4de,1,1,67,#boleto
701784c754c8ac2e2a73dbbe7dc3a363,1,1,53,#boleto
2c9d0e7a53245b11b39d47e84b3d7ac9,5,1,106,#credit_card
0132158c30672a8c52997a2492613ec2,8,1,413,#credit_card
460bbd1de438f2781234032226e45461,3,1,112,#credit_card
9b92d4432c1758cd4215f3fdb1d623a3,4,1,186,#credit_card
d6b7fe0100a5ed0711d0682fc1ed7819,3,1,165,#credit_card
d289934bddf878e1cac62c95c8ee5402,3,1,49,#credit_card
fe87d4b944748f63ca5ed22cc55b6fb6,1,1,174,#debit_card
394959298025bc7fba4b9a6818907cfc,2,1,205,#credit_card
fb8d6e92e3a08fe6485d4fb08d23ae0e,1,1,21,#credit_card
9c0bd8cd0fc8231ed50c066058917360,2,1,133,#credit_card
f947132461622a725c4661c580ab80da,1,1,36,#credit_card
ee00fa5093eb96d8573403b382fb60a8,1,1,66,#boleto
a38d122ad3e07ca8d13e4a42059b98d2,1,1,162,#boleto
ec89f64fa61a8186f474cf0a903fc4fa,1,1,28,#credit_card
2c283d6fe3628e20caec652ad3703c7e,1,1,91,#credit_card
cf014dc8804713618176fc95af41b221,1,2,82,#voucher
88889b5ed13afaedce4894ebf3cb6f46,2,1,168,#credit_card
2f92b812fd7c7df5b629833c484cdf1d,1,1,61,#credit_card
270f00466aae4f41f010eaba2da31425,2,1,60,#credit_card
d790743eff8a57ec6b1bd64865b8c60f,3,1,39,#credit_card
8616397296bf3ac1cc07c21a5c457894,3,1,40,#credit_card
ccdb48549002b54a62ba6d41ee492980,2,1,64,#credit_card
6de0a6791e7af4ed0514498e5100370b,4,1,187,#credit_card
9c440fc86e36452b4288efbf2d65dcf5,2,1,43,#credit_card
8d3a0426fb1b51bacd3297517f48b0ae,1,1,59,#credit_card
8effe67a72c715f926a6dc1a616a5ea9,3,1,34,#credit_card
56430e0b9968b381942760e433583b27,1,1,33,#debit_card
493c6b85f2b1911ffe31be7e8c2839c3,1,1,148,#voucher
6ea6f5d85441b7bfcccbc44e082d02e3,2,1,190,#credit_card
1634d04100d187e0f985f2eb2909cba1,5,1,105,#credit_card
94cbbe30434a51f71837965608aa41e1,1,1,69,#boleto
6eb1728e88c8db6cd1846dc95eb80572,1,1,85,#voucher
132f1e724165a07f6362532bfb97486e,5,1,179,#credit_card
ca29aec188eb04a764fce98c6f69232c,1,1,168,#credit_card
9e8d7ab8137bcd3cfeac577dddf35592,1,2,100,#voucher
12788af294f51dd5ba2aaed208a45969,1,1,78,#credit_card
b0b61472cd1ff0e9f1450c6ae4c8d5a4,1,1,99,#credit_card
63c5f492ab4ee6c249acbb4cff61ae3f,1,1,408,#credit_card
8ca5bdac5ebe8f2d6fc9171d5ebc906a,1,3,15,#voucher
6c98fa39891b33399785aeac3d7ee926,2,1,424,#credit_card
25d919c7187a3f82b5437023a5e98e46,3,1,157,#credit_card
7dbdda97c8aa87c003f73602c45e4f90,4,1,162,#credit_card
88c9df242e26c36482168acfc3d250dc,8,1,189,#credit_card
6bf0f652ea13e6773172c1899a925bb4,1,1,65,#credit_card
99e34b586d1fa26ea713021ff647d18d,1,1,39,#credit_card
c74e4862507efb811471cd922e6f3529,5,1,365,#credit_card
710770cfb61b2c43a091ab2c7b89a921,6,1,65,#credit_card
73c21d26eefa3d24be02a149b9e69017,10,1,188,#credit_card
df339f81c46dc0bf186cb6307d7cdb6a,1,1,35,#boleto
6eea8cd99d26a8bbdf39d5289e4e7601,10,1,591,#credit_card
3ca411651463b3a30f194126a1d6fda6,1,1,37,#boleto
1475652ad485c6469bd02393c70fdaa9,2,1,82,#credit_card
8c53283eca3bc0e603a48f2b8725e96f,1,1,18,#credit_card
3615e42c9ff6c0d9bb86e14c6670d965,1,1,109,#boleto
205587440f824c5e5d7bc3bccb63aa15,10,1,570,#credit_card
cf4eff954b06c19d96be7d6792a1da3c,4,1,48,#credit_card
a6e963c11e80432334e984ead4797a8b,2,1,63,#credit_card
5718fc130d653929872f0481438d3f66,1,1,39,#boleto
ac033ca6c43caa50310de844a7868c8e,1,1,74,#boleto
f03c93c7441f0edaa7987c4313467110,1,1,67,#boleto
524ea0422eabccf15e4af385f6b153d6,1,1,37,#credit_card
dbcb89699a4736bcef1373eb9d8ae5d1,5,1,273,#credit_card
6365be88d51d66dbac002c738a56bae9,1,1,64,#credit_card
262509218257310f675994ae58ffbfa9,1,1,49,#boleto
67976860fdf683e7bdb13c4f907a982e,7,1,164,#credit_card
1295db8c216f7ff7a2c02a66b4cb5d5e,6,1,444,#credit_card
2d824bac66ec7467745b2defcee22c1e,6,1,165,#credit_card
e41e5861711a10524b80a63d022ae776,10,1,1181,#credit_card
d21873cfa21e689e4dbfd43a99326424,1,1,707,#credit_card
4a686b47e7eecbd136617bf8ae7c9af4,1,2,20,#voucher
76c025e93388599ae9e136363ee1c00b,1,1,136,#credit_card
30bf87367ed2e63f68bfb5aacdae279b,1,1,57,#credit_card
081e5884f403fbe66f3bce77c72c9230,1,1,44,#credit_card
aa4cb17e191453bc29e2d1f67f38a4ab,4,1,48,#credit_card
76978d31d8e911d947c1c80c193e116d,1,1,77,#credit_card
0b365bbd59e2f75bea276c81bb916dcb,1,1,3,#credit_card
6e60346a3ee3876c1e4bc89c597ffcb8,2,1,124,#credit_card
c1d8546e6ed294dea3203910c9b0e7b5,1,1,128,#boleto
055f84fd2ebf314ebec85f8e1312f4f4,2,1,186,#credit_card
3d965a3a3a9aae822a8f40ddf0184df1,1,1,86,#credit_card
42ee4f991900767ba353278c7c4f4df3,1,1,150,#credit_card
ceddc11f4f78257d0fa6750091d378b4,1,1,32,#credit_card
7b8ad11294a3f23e9695000ab5f07a42,1,1,23,#credit_card
b9d5bea267e1dd6838786cc12ba40ceb,1,1,99,#credit_card
de43e0e00259ee7b44c7a11e9b5d114f,8,1,124,#credit_card
3c608a571543f2f2b96f2e6cb3a2d10a,6,1,192,#credit_card
3ac963599c50b9beedbcebb47eb33af9,2,1,123,#credit_card
f53fa17609006c9c6669b5371ce08044,1,1,26,#credit_card
d1e7343d9fea35ce6330478c84f0fb7f,2,1,71,#credit_card
8edc3a87d7a72e4350d65c9e1c613089,1,1,154,#credit_card
6b64cb311a0d5baa18bc37ead02d657c,1,1,56,#credit_card
c124b224a2727ecb4e7c9a378a936d0d,6,1,86,#credit_card
64c9c64b12678438c07b5ec6cc785976,1,1,33,#credit_card
79e5ae80172f5697f2402439382f2d77,10,1,360,#credit_card
90024aa5d3878db3667cb0ece7f1aa08,10,1,105,#credit_card
f44117f1303c4e6573d463bdedff85de,3,1,115,#credit_card
7db5f2eb8f5f54db9f9e71ba4296bcbf,1,2,0,#voucher
375d01d18f644eb19328130122fcc9ef,1,1,66,#credit_card
7699e05f3c451052397a0248cf24a821,3,1,89,#credit_card
068ef03abe39323450b52f486b34bf3d,1,1,77,#credit_card
edf2c3d6395a7bf3fb1f35a9e919a88a,10,1,681,#credit_card
816ccd9d21435796e8ffa9802b2a782f,1,5,28,#voucher
33ce126846ecce9afdfe8f1b93551928,2,1,62,#credit_card
cc69435b3a477ca3247cc9811da7f589,1,1,41,#credit_card
6b56339f54b8363a200c6814ae732846,2,1,149,#credit_card
f8c6dd2b68a916d939d46cb98af8fc49,7,1,76,#credit_card
44c5dae14c55309b097d6c510ef1a986,4,1,357,#credit_card
